County,gross.sales,taxable.sales,sales.tax,use.tax,total.tax,number,year,countyfp,Dem_RUCA,Dem_Desc,edr,planning.region
Grant,649304708,34462943,2395240,47001,2442241,264,2013,51,A,Entirely rural,EDR 4 - West Central,Northwest
Hennepin,85073660565,21003401205,1481054998,108040986,1589095984,32387,2013,53,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Houston,312934409,72736711,5129412,366908,5496320,526,2013,55,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Hubbard,421642159,147657686,10443120,246329,10689449,788,2013,57,B,Town/rural mix,EDR 2 - Headwaters,Northwest
Isanti,1074224413,339047985,23656295,573223,24229518,922,2013,59,C,Urban/town/rural mix,EDR 7E- East Central,Central
Itasca,1390055113,397226743,27886977,703437,28590414,1300,2013,61,B,Town/rural mix,EDR 3 - Arrowhead,Northeast
Jackson,521660421,62382691,4358521,240327,4598848,436,2013,63,B,Town/rural mix,EDR 8 - Southwest,Southwest
Kanabec,240355863,57440140,4036185,259614,4295799,406,2013,65,C,Urban/town/rural mix,EDR 7E- East Central,Central
Kandiyohi,2209327953,528638919,36887266,2970739,39858005,1272,2013,67,B,Town/rural mix,EDR 6E- Southwest Central,Central
Kittson,178094640,24256046,1712336,64468,1776804,147,2013,69,A,Entirely rural,EDR 1 - Northwest,Northwest
Koochiching,894870818,100597569,7140751,1874501,9015252,403,2013,71,B,Town/rural mix,EDR 3 - Arrowhead,Northeast
Lac Qui Parle,266793045,29143172,2061150,863631,2924781,251,2013,73,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
Lake,273065628,84799809,5985572,4977770,10963342,408,2013,75,B,Town/rural mix,EDR 3 - Arrowhead,Northeast
Lake Of The Woods,125504236,60063499,4266621,49901,4316522,226,2013,77,A,Entirely rural,EDR 2 - Headwaters,Northwest
Le Sueur,747518065,108316806,7672816,525347,8198163,799,2013,79,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
Lincoln,129547311,32342065,2265833,118406,2384239,231,2013,81,A,Entirely rural,EDR 8 - Southwest,Southwest
Lyon,2136916808,328721506,22918274,2484869,25403143,810,2013,83,B,Town/rural mix,EDR 8 - Southwest,Southwest
Mahnomen,158060979,51522885,3675686,30760,3706446,117,2013,87,A,Entirely rural,EDR 2 - Headwaters,Northwest
Marshall,292408193,47179632,3313193,47802,3360995,234,2013,89,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest
Martin,1485863070,152795117,10706869,559046,11265915,691,2013,91,B,Town/rural mix,EDR 9 - South Central,Southwest
Mcleod,1337729901,329375755,22983832,1205568,24189400,1023,2013,85,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central
Meeker,1184887104,141098184,9869718,1131911,11001629,640,2013,93,B,Town/rural mix,EDR 6E- Southwest Central,Central
Mille Lacs,703702632,159505508,11294429,171011,11465440,688,2013,95,C,Urban/town/rural mix,EDR 7E- East Central,Central
Morrison,796081837,195022641,13781066,358707,14139773,1050,2013,97,B,Town/rural mix,EDR 5 - North Central,Northwest
Mower,961112791,234955389,16535058,1141050,17676108,918,2013,99,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Murray,405455759,42263676,2977652,170850,3148502,322,2013,101,A,Entirely rural,EDR 8 - Southwest,Southwest
Nicollet,811402660,171801453,12148837,1357710,13506547,700,2013,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
Nobles,1161687476,185911566,12936680,497506,13434186,623,2013,105,B,Town/rural mix,EDR 8 - Southwest,Southwest
Norman,203457207,35889674,2510251,65085,2575336,205,2013,107,A,Entirely rural,EDR 1 - Northwest,Northwest
Olmsted,6192050648,1779955408,124578412,11144023,135722435,3432,2013,109,D,Entirely urban,EDR 10 - Southeast,Southeast
Otter Tail,2555109322,626436320,43730955,1548682,45279637,1893,2013,111,B,Town/rural mix,EDR 4 - West Central,Northwest
Pennington,1145826190,158723839,11093217,485984,11579201,390,2013,113,B,Town/rural mix,EDR 1 - Northwest,Northwest
Pine,430375002,144663665,10337587,135957,10473544,767,2013,115,C,Urban/town/rural mix,EDR 7E- East Central,Central
Pipestone,461384180,61649459,4307936,167209,4475145,320,2013,117,B,Town/rural mix,EDR 8 - Southwest,Southwest
Polk,1020751287,212757586,14909386,651710,15561096,743,2013,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest
Pope,342011450,60717221,4288412,292376,4580788,362,2013,121,B,Town/rural mix,EDR 4 - West Central,Northwest
Ramsey,28165790512,6341587918,442293888,73176290,515470178,11700,2013,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Red Lake,109877273,24719699,1735760,38235,1773995,107,2013,125,A,Entirely rural,EDR 1 - Northwest,Northwest
Redwood,1486444319,140826453,9888250,431180,10319430,548,2013,127,B,Town/rural mix,EDR 8 - Southwest,Southwest
Renville,679499602,74176036,5208965,456036,5665001,480,2013,129,A,Entirely rural,EDR 6E- Southwest Central,Central
Rice,2630349833,436098726,30649503,1268936,31918439,1516,2013,131,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Rock,354579360,50719457,3541474,395475,3936949,292,2013,133,C,Urban/town/rural mix,EDR 8 - Southwest,Southwest
Roseau,706049575,111500888,7819726,539129,8358855,494,2013,135,B,Town/rural mix,EDR 1 - Northwest,Northwest
Scott,4006610988,1202120901,84589065,6194339,90783404,3062,2013,139,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Sherburne,2279466799,595800386,41663439,1846274,43509713,2084,2013,141,D,Entirely urban,EDR 7W- Central,Central
Sibley,698609591,42630557,3012736,350161,3362897,414,2013,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
St. Louis,8413280730,2254003209,158419556,18650919,177070475,5287,2013,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast
Stearns,8030354754,1765136391,123572605,6927449,130500054,4526,2013,145,C,Urban/town/rural mix,EDR 7W- Central,Central
Steele,3102819229,404261550,28225274,1884468,30109742,1050,2013,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
Stevens,471780191,95604587,6676580,971410,7647990,330,2013,149,B,Town/rural mix,EDR 4 - West Central,Northwest
Swift,759887541,70118380,4923481,65789,4989270,316,2013,151,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest
Todd,857039690,77043165,5477274,278068,5755342,700,2013,153,B,Town/rural mix,EDR 5 - North Central,Northwest
Traverse,151392256,19387396,1363441,35162,1398603,142,2013,155,A,Entirely rural,EDR 4 - West Central,Northwest
Wabasha,549659976,97993930,6977615,654611,7632226,730,2013,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Wadena,638470113,125643434,8741217,152715,8893932,441,2013,159,B,Town/rural mix,EDR 5 - North Central,Northwest
Waseca,421445802,91964370,6468072,508424,6976496,472,2013,161,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
Washington,10423325241,2042393069,143869515,9330811,153200326,5306,2013,163,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Watonwan,728232610,55118003,3857544,358192,4215736,318,2013,165,B,Town/rural mix,EDR 9 - South Central,Southwest
Wilkin,469716321,25569897,1793912,22465,1816377,156,2013,167,B,Town/rural mix,EDR 4 - West Central,Northwest
Winona,2348495427,385544635,26989289,4436185,31425474,1306,2013,169,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Wright,4443856637,1052787244,73871726,3294807,77166533,3258,2013,171,C,Urban/town/rural mix,EDR 7W- Central,Central
Yellow Medicine,384804351,48858615,3431280,226521,3657801,371,2013,173,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest
Minnesota,333549791349,71853922344,5034507292,440900448,5475407740,159267,2013,0,NA,Minnesota,Minnesota,Minnesota
Aitkin,390176108,110689918,7830613,196636,8027249,503,2014,1,A,Entirely rural,EDR 3 - Arrowhead,Northeast
Anoka,12717993183,3047497155,213707547,21973292,235680839,7288,2014,3,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Becker,1073892310,321953337,22671657,991918,23663575,1040,2014,5,C,Urban/town/rural mix,EDR 4 - West Central,Northwest
Beltrami,1576289158,502796252,35244037,1219223,36463260,1221,2014,7,B,Town/rural mix,EDR 2 - Headwaters,Northwest
Benton,1764841592,350859265,24622555,1981408,26603963,974,2014,9,C,Urban/town/rural mix,EDR 7W- Central,Central
Big Stone,110750886,24320080,1704200,79004,1783204,223,2014,11,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
Blue Earth,5180370371,1137242952,79361408,2929846,82291254,1895,2014,13,D,Entirely urban,EDR 9 - South Central,Southwest
Brown,1559308128,258170721,18106068,807116,18913184,825,2014,15,B,Town/rural mix,EDR 9 - South Central,Southwest
Carlton,956329531,207119162,14695379,3211612,17906991,808,2014,17,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast
Carver,3444112080,692180546,48935000,2901776,51836776,2341,2014,19,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Cass,632410345,222915262,15906256,363215,16269471,1100,2014,21,B,Town/rural mix,EDR 5 - North Central,Northwest
Chippewa,519766524,110558427,7754742,667965,8422707,425,2014,23,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest
Chisago,1345862640,260829490,18462999,1153604,19616603,1323,2014,25,D,Entirely urban,EDR 7E- East Central,Central
Clay,2115266881,414556324,29121311,2423812,31545123,1006,2014,27,D,Entirely urban,EDR 4 - West Central,Northwest
Clearwater,356552261,38705874,2744772,838531,3583303,257,2014,29,B,Town/rural mix,EDR 2 - Headwaters,Northwest
Cook,210890256,101680020,7148300,100911,7249211,416,2014,31,A,Entirely rural,EDR 3 - Arrowhead,Northeast
Cottonwood,824533769,66163082,4633549,331733,4965282,406,2014,33,B,Town/rural mix,EDR 8 - Southwest,Southwest
Crow Wing,2720240881,914665700,64415317,1743694,66159011,2295,2014,35,B,Town/rural mix,EDR 5 - North Central,Northwest
Dakota,19935373014,4570606863,320692631,41913322,362605953,9085,2014,37,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Dodge,676577874,87143154,6130843,485877,6616720,480,2014,39,D,Entirely urban,EDR 10 - Southeast,Southeast
Douglas,2127660572,543165874,38063706,1206225,39269931,1444,2014,41,B,Town/rural mix,EDR 4 - West Central,Northwest
Faribault,483182726,79535064,5584671,533528,6118199,487,2014,43,B,Town/rural mix,EDR 9 - South Central,Southwest
Fillmore,861118187,150221335,10515018,207842,10722860,780,2014,45,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Freeborn,1781512552,280753686,19608771,893792,20502563,922,2014,47,B,Town/rural mix,EDR 10 - Southeast,Southeast
Goodhue,1753938436,337049473,23661379,1466907,25128286,1399,2014,49,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Grant,571748932,33541682,2336539,63365,2399904,247,2014,51,A,Entirely rural,EDR 4 - West Central,Northwest
Hennepin,90141031777,21550024346,1525680369,118624962,1644305331,33059,2014,53,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Houston,306475298,77380790,5447234,341100,5788334,525,2014,55,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Hubbard,454750724,150872561,10701467,617054,11318521,783,2014,57,B,Town/rural mix,EDR 2 - Headwaters,Northwest
Isanti,1088043030,359567631,25073001,639137,25712138,911,2014,59,C,Urban/town/rural mix,EDR 7E- East Central,Central
Itasca,1446111790,400663659,28147113,4786150,32933263,1298,2014,61,B,Town/rural mix,EDR 3 - Arrowhead,Northeast
Jackson,527153731,63120613,4410306,247126,4657432,425,2014,63,B,Town/rural mix,EDR 8 - Southwest,Southwest
Kanabec,249008381,57867573,4097664,259781,4357445,378,2014,65,C,Urban/town/rural mix,EDR 7E- East Central,Central
Kandiyohi,2257382847,545713549,38083894,2852985,40936879,1279,2014,67,B,Town/rural mix,EDR 6E- Southwest Central,Central
Kittson,161583230,24406426,1720890,41236,1762126,149,2014,69,A,Entirely rural,EDR 1 - Northwest,Northwest
Koochiching,881840815,103204327,7305647,2647845,9953492,400,2014,71,B,Town/rural mix,EDR 3 - Arrowhead,Northeast
Lac Qui Parle,229713114,29082962,2055089,610409,2665498,263,2014,73,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
Lake,299491451,89024210,6279989,5506928,11786917,410,2014,75,B,Town/rural mix,EDR 3 - Arrowhead,Northeast
Lake Of The Woods,138726900,62320403,4422635,74862,4497497,213,2014,77,A,Entirely rural,EDR 2 - Headwaters,Northwest
Le Sueur,839953845,117121732,8295403,481972,8777375,797,2014,79,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
Lincoln,158758519,33867954,2373315,103694,2477009,227,2014,81,A,Entirely rural,EDR 8 - Southwest,Southwest
Lyon,2127750811,317514122,22171887,2410672,24582559,807,2014,83,B,Town/rural mix,EDR 8 - Southwest,Southwest
Mahnomen,168895655,51937450,3699468,29635,3729103,113,2014,87,A,Entirely rural,EDR 2 - Headwaters,Northwest
Marshall,273207184,44289247,3112013,62750,3174763,236,2014,89,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest
Martin,1359837654,159663829,11188085,581463,11769548,666,2014,91,B,Town/rural mix,EDR 9 - South Central,Southwest
Mcleod,1413377314,335756093,23437258,1752694,25189952,1026,2014,85,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central
Meeker,1328455642,150098812,10503676,504282,11007958,636,2014,93,B,Town/rural mix,EDR 6E- Southwest Central,Central
Mille Lacs,723042577,172371111,12177058,173268,12350326,665,2014,95,C,Urban/town/rural mix,EDR 7E- East Central,Central
Morrison,773936535,196225546,13881754,323479,14205233,1045,2014,97,B,Town/rural mix,EDR 5 - North Central,Northwest
Mower,918307994,239621288,16873848,1445102,18318950,900,2014,99,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Murray,398579160,44084241,3120616,203431,3324047,332,2014,101,A,Entirely rural,EDR 8 - Southwest,Southwest
Nicollet,843434987,174986050,12374297,1002659,13376956,706,2014,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
Nobles,1216324340,184346973,12821669,483141,13304810,606,2014,105,B,Town/rural mix,EDR 8 - Southwest,Southwest
Norman,217074809,35711248,2498971,43181,2542152,196,2014,107,A,Entirely rural,EDR 1 - Northwest,Northwest
Olmsted,6298896715,1822241835,127860509,11444396,139304905,3462,2014,109,D,Entirely urban,EDR 10 - Southeast,Southeast
Otter Tail,2477216083,647553119,45192464,2702550,47895014,1888,2014,111,B,Town/rural mix,EDR 4 - West Central,Northwest
Pennington,1168796303,155510837,10872314,576300,11448614,377,2014,113,B,Town/rural mix,EDR 1 - Northwest,Northwest
Pine,440467494,145811342,10435461,176562,10612023,744,2014,115,C,Urban/town/rural mix,EDR 7E- East Central,Central
Pipestone,458900626,66842228,4666109,210538,4876647,324,2014,117,B,Town/rural mix,EDR 8 - Southwest,Southwest
Polk,998801228,201344695,14136294,721046,14857340,743,2014,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest
Pope,403360392,63005707,4449001,242207,4691208,359,2014,121,B,Town/rural mix,EDR 4 - West Central,Northwest
Ramsey,29052742570,6255177745,437533623,71815376,509348999,11882,2014,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Red Lake,111012823,25459796,1787260,26444,1813704,106,2014,125,A,Entirely rural,EDR 1 - Northwest,Northwest
Redwood,1356089603,136189908,9567083,582835,10149918,524,2014,127,B,Town/rural mix,EDR 8 - Southwest,Southwest
Renville,592372975,72674281,5106042,617681,5723723,466,2014,129,A,Entirely rural,EDR 6E- Southwest Central,Central
Rice,2669801660,441818717,31065973,1345907,32411880,1587,2014,131,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Rock,346989863,51047332,3566543,210683,3777226,275,2014,133,C,Urban/town/rural mix,EDR 8 - Southwest,Southwest
Roseau,662137528,119274518,8386777,449558,8836335,485,2014,135,B,Town/rural mix,EDR 1 - Northwest,Northwest
Scott,4348562826,1236982006,87107406,5665649,92773055,3095,2014,139,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Sherburne,2417549584,622067619,43504711,2889066,46393777,2080,2014,141,D,Entirely urban,EDR 7W- Central,Central
Sibley,735628784,53340464,3750472,347133,4097605,408,2014,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
St. Louis,8924243185,2362898356,166157599,24237534,190395133,5306,2014,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast
Stearns,8576744547,1806595252,126561868,7756295,134318163,4517,2014,145,C,Urban/town/rural mix,EDR 7W- Central,Central
Steele,3263506750,408079979,28525997,3709739,32235736,1030,2014,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
Stevens,438893381,92104285,6439928,947212,7387140,329,2014,149,B,Town/rural mix,EDR 4 - West Central,Northwest
Swift,624356396,70694262,4963595,170682,5134277,318,2014,151,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest
Todd,1076205044,77028317,5472050,237065,5709115,685,2014,153,B,Town/rural mix,EDR 5 - North Central,Northwest
Traverse,128946805,18116995,1275550,22646,1298196,148,2014,155,A,Entirely rural,EDR 4 - West Central,Northwest
Wabasha,548271406,102737744,7305630,732450,8038080,706,2014,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Wadena,672319635,128216985,8925713,177727,9103440,428,2014,159,B,Town/rural mix,EDR 5 - North Central,Northwest
Waseca,416322484,95186259,6693194,795208,7488402,482,2014,161,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
Washington,11070167568,2154733411,151877002,8942762,160819764,5367,2014,163,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Watonwan,614989860,55017594,3852141,320055,4172196,309,2014,165,B,Town/rural mix,EDR 9 - South Central,Southwest
Wilkin,371373330,20749588,1468976,28640,1497616,161,2014,167,B,Town/rural mix,EDR 4 - West Central,Northwest
Winona,2273932385,394234540,27637491,4128364,31765855,1280,2014,169,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Wright,4555313362,1093300428,76754039,3799241,80553280,3258,2014,171,C,Urban/town/rural mix,EDR 7W- Central,Central
Yellow Medicine,381197758,47229657,3322238,118313,3440551,369,2014,173,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest
Minnesota,348160806054,73865027871,5180512773,481473341,5661986114,160882,2014,0,NA,Minnesota,Minnesota,Minnesota
Aitkin,390472328,109903749,7785294,212901,7998195,498,2015,1,A,Entirely rural,EDR 3 - Arrowhead,Northeast
Anoka,13655947725,3194869884,223910501,27120566,251031067,7336,2015,3,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Becker,1102494652,321215287,22629440,924486,23553926,1044,2015,5,C,Urban/town/rural mix,EDR 4 - West Central,Northwest
Beltrami,1581891134,529873509,37129422,951444,38080866,1186,2015,7,B,Town/rural mix,EDR 2 - Headwaters,Northwest
Benton,1801452374,371005284,26012727,1516048,27528775,980,2015,9,C,Urban/town/rural mix,EDR 7W- Central,Central
Big Stone,102460306,26837810,1883623,65627,1949250,217,2015,11,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
Blue Earth,4994068131,1020277527,71383752,3033263,74417015,1883,2015,13,D,Entirely urban,EDR 9 - South Central,Southwest
Brown,1482295933,262570834,18429628,763164,19192792,833,2015,15,B,Town/rural mix,EDR 9 - South Central,Southwest
Carlton,819185047,220836390,15639138,1992593,17631731,860,2015,17,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast
Carver,3425003483,729766707,51509940,2787107,54297047,2352,2015,19,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Cass,645841349,230726450,16467460,300370,16767830,1096,2015,21,B,Town/rural mix,EDR 5 - North Central,Northwest
Chippewa,504999784,107472621,7546791,558613,8105404,415,2015,23,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest
Chisago,1463689870,300673865,21221393,620591,21841984,1322,2015,25,D,Entirely urban,EDR 7E- East Central,Central
Clay,1789053147,421930461,29626758,1785813,31412571,1048,2015,27,D,Entirely urban,EDR 4 - West Central,Northwest
Clearwater,342463719,40485511,2870347,554629,3424976,253,2015,29,B,Town/rural mix,EDR 2 - Headwaters,Northwest
Cook,216436388,107065069,7538450,104660,7643110,415,2015,31,A,Entirely rural,EDR 3 - Arrowhead,Northeast
Cottonwood,697489535,68454339,4797029,320452,5117481,398,2015,33,B,Town/rural mix,EDR 8 - Southwest,Southwest
Crow Wing,2835602568,953322552,67112341,1739036,68851377,2340,2015,35,B,Town/rural mix,EDR 5 - North Central,Northwest
Dakota,19769846419,4805750222,336919098,23862269,360781367,9140,2015,37,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Dodge,614869610,90137859,6336807,586235,6923042,469,2015,39,D,Entirely urban,EDR 10 - Southeast,Southeast
Douglas,2123147258,557569514,39071858,1091259,40163117,1429,2015,41,B,Town/rural mix,EDR 4 - West Central,Northwest
Faribault,584042065,76099581,5353360,962896,6316256,486,2015,43,B,Town/rural mix,EDR 9 - South Central,Southwest
Fillmore,818490631,154422016,10813331,253278,11066609,773,2015,45,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Freeborn,1625062127,272906798,19072162,727507,19799669,894,2015,47,B,Town/rural mix,EDR 10 - Southeast,Southeast
Goodhue,1652929783,343788998,24136702,914101,25050803,1373,2015,49,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Grant,428143224,33927516,2385140,36714,2421854,235,2015,51,A,Entirely rural,EDR 4 - West Central,Northwest
Hennepin,89396368390,21997429166,1558407599,115876149,1674283748,33181,2015,53,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Houston,319915511,78089945,5506055,304138,5810193,530,2015,55,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Hubbard,466463313,161116288,11433036,398426,11831462,764,2015,57,B,Town/rural mix,EDR 2 - Headwaters,Northwest
Isanti,1059885036,374970207,26149537,729407,26878944,931,2015,59,C,Urban/town/rural mix,EDR 7E- East Central,Central
Itasca,1458597615,399899991,28113995,1705275,29819270,1307,2015,61,B,Town/rural mix,EDR 3 - Arrowhead,Northeast
Jackson,512857759,63270341,4438301,260877,4699178,418,2015,63,B,Town/rural mix,EDR 8 - Southwest,Southwest
Kanabec,248439226,58936588,4177255,315211,4492466,382,2015,65,C,Urban/town/rural mix,EDR 7E- East Central,Central
Kandiyohi,2196637285,550467554,38408556,2307692,40716248,1259,2015,67,B,Town/rural mix,EDR 6E- Southwest Central,Central
Kittson,143779495,23935414,1692409,67629,1760038,147,2015,69,A,Entirely rural,EDR 1 - Northwest,Northwest
Koochiching,778473550,102401560,7248542,1762730,9011272,396,2015,71,B,Town/rural mix,EDR 3 - Arrowhead,Northeast
Lac Qui Parle,191642844,27796475,1971683,459321,2431004,259,2015,73,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest
Lake,292962913,93701094,6614299,2883455,9497754,412,2015,75,B,Town/rural mix,EDR 3 - Arrowhead,Northeast
Lake Of The Woods,133288239,59354222,4211447,72851,4284298,224,2015,77,A,Entirely rural,EDR 2 - Headwaters,Northwest
Le Sueur,914084689,124304713,8799218,432629,9231847,796,2015,79,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
Lincoln,137587531,32848315,2301808,106743,2408551,223,2015,81,A,Entirely rural,EDR 8 - Southwest,Southwest
Lyon,2124464692,312948677,21873516,1893546,23767062,799,2015,83,B,Town/rural mix,EDR 8 - Southwest,Southwest
Mahnomen,128311440,50945042,3637284,42922,3680206,120,2015,87,A,Entirely rural,EDR 2 - Headwaters,Northwest
Marshall,250333664,41943245,2951414,46720,2998134,235,2015,89,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest
Martin,1255124008,165937593,11611303,770621,12381924,672,2015,91,B,Town/rural mix,EDR 9 - South Central,Southwest
Mcleod,1341800746,340124193,23748893,1671177,25420070,1006,2015,85,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central
Meeker,1138147534,152962974,10697603,558898,11256501,639,2015,93,B,Town/rural mix,EDR 6E- Southwest Central,Central
Mille Lacs,642810708,177762538,12550423,193284,12743707,673,2015,95,C,Urban/town/rural mix,EDR 7E- East Central,Central
Morrison,751583468,212255937,14999613,394333,15393946,1041,2015,97,B,Town/rural mix,EDR 5 - North Central,Northwest
Mower,904294165,235740673,16620672,1464254,18084926,881,2015,99,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Murray,388366847,41589460,2955403,93135,3048538,330,2015,101,A,Entirely rural,EDR 8 - Southwest,Southwest
Nicollet,778797863,173906517,12302124,872164,13174288,703,2015,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
Nobles,721275584,191279796,13312787,378490,13691277,614,2015,105,B,Town/rural mix,EDR 8 - Southwest,Southwest
Norman,193986153,35544853,2489030,63484,2552514,202,2015,107,A,Entirely rural,EDR 1 - Northwest,Northwest
Olmsted,6339083594,1955469688,137173367,11134655,148308022,3514,2015,109,D,Entirely urban,EDR 10 - Southeast,Southeast
Otter Tail,2477148476,659437966,46028346,1997635,48025981,1864,2015,111,B,Town/rural mix,EDR 4 - West Central,Northwest
Pennington,1021105000,158039615,11055571,859311,11914882,375,2015,113,B,Town/rural mix,EDR 1 - Northwest,Northwest
Pine,422184089,156938096,11228611,272715,11501326,746,2015,115,C,Urban/town/rural mix,EDR 7E- East Central,Central
Pipestone,405509322,68086110,4757879,174732,4932611,330,2015,117,B,Town/rural mix,EDR 8 - Southwest,Southwest
Polk,868397826,202449694,14243965,646863,14890828,762,2015,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest
Pope,415843804,65721728,4639392,208149,4847541,348,2015,121,B,Town/rural mix,EDR 4 - West Central,Northwest
Ramsey,30147605158,6357203298,445005345,65599240,510604585,11912,2015,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Red Lake,100715638,24381957,1711963,59564,1771527,108,2015,125,A,Entirely rural,EDR 1 - Northwest,Northwest
Redwood,1163677497,137766545,9687464,557887,10245351,527,2015,127,B,Town/rural mix,EDR 8 - Southwest,Southwest
Renville,486688672,68904615,4849469,472422,5321891,449,2015,129,A,Entirely rural,EDR 6E- Southwest Central,Central
Rice,2645090624,456871118,32117745,1142396,33260141,1574,2015,131,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
Rock,312903890,52667260,3686853,226694,3913547,277,2015,133,C,Urban/town/rural mix,EDR 8 - Southwest,Southwest
Roseau,569786785,116494037,8211873,232720,8444593,465,2015,135,B,Town/rural mix,EDR 1 - Northwest,Northwest
Scott,4577263001,1332819625,93808473,6092787,99901260,3117,2015,139,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Sherburne,2403736647,652407874,45620308,2023775,47644083,2121,2015,141,D,Entirely urban,EDR 7W- Central,Central
Sibley,667996768,52510310,3696502,198813,3895315,418,2015,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
St. Louis,8419593531,2421438392,170369548,19489168,189858716,5347,2015,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast
Stearns,8488219085,1855166540,129960095,7529179,137489274,4444,2015,145,C,Urban/town/rural mix,EDR 7W- Central,Central
Steele,3318445211,416653515,29125560,1488505,30614065,1018,2015,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
Stevens,419499782,92744831,6484856,1164796,7649652,329,2015,149,B,Town/rural mix,EDR 4 - West Central,Northwest
Swift,587143819,69332598,4869265,103737,4973002,302,2015,151,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest
