County,Year,Number.of.jurisdictions.reporting,Total.acres,Total.estimated.value,Estimated.value.per.acre,countyfp,Dem_RUCA,Dem_Desc,edr,planning.region
Mower,2012,34,406102,2102059e3,5176,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
Mower,2013,34,405991,3020672500,7440,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
Mower,2014,34,406161,3093924500,7617,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
Mower,2015,34,406013,2873642900,7078,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
Mower,2016,34,405624,2788279800,6874,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
Mower,2017,34,405527,2580596300,6364,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
Murray,2009,29,405201,1395057506,3443,101,A,Entirely rural,EDR 8 - Southwest,Southwest Minnesota
Murray,2010,29,404818,1457788033,3601,101,A,Entirely rural,EDR 8 - Southwest,Southwest Minnesota
Murray,2011,29,404364,1621669734,4010,101,A,Entirely rural,EDR 8 - Southwest,Southwest Minnesota
Murray,2012,29,404160,1981043915,4902,101,A,Entirely rural,EDR 8 - Southwest,Southwest Minnesota
Murray,2013,29,404148,2929361625,7248,101,A,Entirely rural,EDR 8 - Southwest,Southwest Minnesota
Murray,2014,29,403685,3484473448,8632,101,A,Entirely rural,EDR 8 - Southwest,Southwest Minnesota
Murray,2015,29,403572,2634457311,6528,101,A,Entirely rural,EDR 8 - Southwest,Southwest Minnesota
Murray,2016,29,403295,2638762529,6543,101,A,Entirely rural,EDR 8 - Southwest,Southwest Minnesota
Murray,2017,29,415243,2672256500,6435,101,A,Entirely rural,EDR 8 - Southwest,Southwest Minnesota
Nicollet,2009,19,253103,1066692500,4214,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest Minnesota
Nicollet,2010,19,236635,1058339900,4472,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest Minnesota
Nicollet,2011,19,240659,1207844e3,5019,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest Minnesota
Nicollet,2012,19,240476,1479038400,6150,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest Minnesota
Nicollet,2013,18,239984,1866758e3,7779,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest Minnesota
Nicollet,2014,18,238583,2152398900,9022,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest Minnesota
Nicollet,2015,18,240267,2002677300,8335,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest Minnesota
Nicollet,2016,18,240042,2004760900,8352,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest Minnesota
Nicollet,2017,18,239897,1815223500,7567,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest Minnesota
Nobles,2009,31,399617,1525769677,3818,105,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Nobles,2010,31,399515,1663504673,4164,105,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Nobles,2011,31,399289,1937221010,4852,105,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Nobles,2012,31,399120,2439244297,6112,105,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Nobles,2013,31,399072,3291866309,8249,105,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Nobles,2014,31,398850,3613680845,9060,105,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Nobles,2015,31,398256,3287980808,8256,105,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Nobles,2016,31,397721,3131719459,7874,105,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Nobles,2017,31,414987,3174509500,7650,105,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Norman,2009,32,467667,823084073,1760,107,A,Entirely rural,EDR 1 - Northwest,Northwest Minnesota
Norman,2010,32,477145,863833972,1810,107,A,Entirely rural,EDR 1 - Northwest,Northwest Minnesota
Norman,2011,32,486648,981699670,2017,107,A,Entirely rural,EDR 1 - Northwest,Northwest Minnesota
Norman,2012,32,489478,1136387783,2322,107,A,Entirely rural,EDR 1 - Northwest,Northwest Minnesota
Norman,2013,32,489365,1328669400,2715,107,A,Entirely rural,EDR 1 - Northwest,Northwest Minnesota
Norman,2014,32,489315,1736856e3,3550,107,A,Entirely rural,EDR 1 - Northwest,Northwest Minnesota
Norman,2015,32,488823,1631805700,3338,107,A,Entirely rural,EDR 1 - Northwest,Northwest Minnesota
Norman,2016,32,488811,1510354900,3090,107,A,Entirely rural,EDR 1 - Northwest,Northwest Minnesota
Norman,2017,32,506022,1507716600,2980,107,A,Entirely rural,EDR 1 - Northwest,Northwest Minnesota
Olmsted,2009,26,299808,940525098,3137,109,D,Entirely urban,EDR 10 - Southeast,Southeast Minnesota
Olmsted,2010,26,294721,1193398609,4049,109,D,Entirely urban,EDR 10 - Southeast,Southeast Minnesota
Olmsted,2011,26,294356,1198695150,4072,109,D,Entirely urban,EDR 10 - Southeast,Southeast Minnesota
Olmsted,2012,26,293284,1316441834,4489,109,D,Entirely urban,EDR 10 - Southeast,Southeast Minnesota
Olmsted,2013,26,292634,1654026300,5652,109,D,Entirely urban,EDR 10 - Southeast,Southeast Minnesota
Olmsted,2014,26,293598,1761798100,6001,109,D,Entirely urban,EDR 10 - Southeast,Southeast Minnesota
Olmsted,2015,26,292780,1832914500,6260,109,D,Entirely urban,EDR 10 - Southeast,Southeast Minnesota
Olmsted,2016,26,292282,1838652300,6291,109,D,Entirely urban,EDR 10 - Southeast,Southeast Minnesota
Olmsted,2017,26,298514,1774491900,5944,109,D,Entirely urban,EDR 10 - Southeast,Southeast Minnesota
Otter Tail,2009,84,688912,1307328009,1898,111,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Otter Tail,2010,84,701449,1313956762,1873,111,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Otter Tail,2011,84,707187,1303682563,1843,111,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Otter Tail,2012,84,709310,1339199211,1888,111,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Otter Tail,2013,84,715992,1626719377,2272,111,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Otter Tail,2014,84,716166,1888468879,2637,111,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Otter Tail,2015,84,715910,1913894697,2673,111,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Otter Tail,2016,84,714833,1838038681,2571,111,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Otter Tail,2017,84,739021,1985137700,2686,111,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Pennington,2009,24,306811,240390589,784,113,B,Town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Pennington,2010,24,312800,277735341,888,113,B,Town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Pennington,2011,24,312834,278601708,891,113,B,Town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Pennington,2012,24,312822,342744882,1096,113,B,Town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Pennington,2013,24,312831,403004975,1288,113,B,Town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Pennington,2014,24,312778,517141636,1653,113,B,Town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Pennington,2015,24,313937,620357235,1976,113,B,Town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Pennington,2016,24,326305,621167088,1904,113,B,Town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Pennington,2017,24,325005,620083700,1908,113,B,Town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Pine,2009,47,113939,260732144,2288,115,C,Urban/town/rural mix,EDR 7E- East Central,Central Minnesota
Pine,2010,47,121915,253891046,2083,115,C,Urban/town/rural mix,EDR 7E- East Central,Central Minnesota
Pine,2011,47,125173,248161440,1983,115,C,Urban/town/rural mix,EDR 7E- East Central,Central Minnesota
Pine,2012,47,131448,228308949,1737,115,C,Urban/town/rural mix,EDR 7E- East Central,Central Minnesota
Pine,2013,47,149213,248816206,1668,115,C,Urban/town/rural mix,EDR 7E- East Central,Central Minnesota
Pine,2014,47,149796,280883278,1875,115,C,Urban/town/rural mix,EDR 7E- East Central,Central Minnesota
Pine,2015,47,149812,278598116,1860,115,C,Urban/town/rural mix,EDR 7E- East Central,Central Minnesota
Pine,2016,47,148562,266537159,1794,115,C,Urban/town/rural mix,EDR 7E- East Central,Central Minnesota
Pine,2017,47,148007,258581500,1747,115,C,Urban/town/rural mix,EDR 7E- East Central,Central Minnesota
Pipestone,2009,21,278271,848747873,3050,117,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Pipestone,2010,21,277822,919925187,3311,117,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Pipestone,2011,21,277709,1008570680,3632,117,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Pipestone,2012,21,277894,1215490006,4374,117,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Pipestone,2013,21,277917,1692572931,6090,117,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Pipestone,2014,21,278050,2004993019,7211,117,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Pipestone,2015,21,278016,1918979049,6902,117,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Pipestone,2016,21,277817,1728243800,6221,117,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Pipestone,2017,21,277754,1728635400,6224,117,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Polk,2009,73,1032270,1446370100,1401,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Polk,2010,73,1028980,1686607300,1639,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Polk,2011,73,1023883,1746146200,1705,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Polk,2012,73,1024942,2117918300,2066,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Polk,2013,73,1015059,2504986500,2468,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Polk,2014,73,1015009,3393229900,3343,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Polk,2015,73,1014892,3629699e3,3576,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Polk,2016,73,1015205,3464142900,3412,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Polk,2017,73,1017324,3371935600,3315,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Pope,2009,29,288974,740887300,2564,121,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Pope,2010,29,287925,722320500,2509,121,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Pope,2011,29,287615,709729600,2468,121,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Pope,2012,29,286894,796725800,2777,121,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Pope,2013,29,281809,1031288500,3660,121,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Pope,2014,29,281871,1176442300,4174,121,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Pope,2015,29,281728,1234207100,4381,121,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Pope,2016,29,281527,1236932800,4394,121,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Pope,2017,29,341537,1240081600,3631,121,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Ramsey,2009,18,597,42271200,70806,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Ramsey,2010,18,597,38455400,64414,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Ramsey,2011,18,593,38925e3,65641,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Ramsey,2012,18,631,41956400,66492,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Ramsey,2013,18,645,41275200,63993,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Ramsey,2014,18,647,37882500,58551,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Ramsey,2015,18,604,33842400,56030,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Ramsey,2016,18,604,36831600,60979,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Ramsey,2017,18,609,40397500,66334,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Red Lake,2009,17,229114,192613371,841,125,A,Entirely rural,EDR 1 - Northwest,Northwest Minnesota
Red Lake,2010,17,230258,207355940,901,125,A,Entirely rural,EDR 1 - Northwest,Northwest Minnesota
Red Lake,2011,17,230455,212184171,921,125,A,Entirely rural,EDR 1 - Northwest,Northwest Minnesota
Red Lake,2012,17,230430,237385406,1030,125,A,Entirely rural,EDR 1 - Northwest,Northwest Minnesota
Red Lake,2013,17,230440,283623962,1231,125,A,Entirely rural,EDR 1 - Northwest,Northwest Minnesota
Red Lake,2014,17,230556,365231842,1584,125,A,Entirely rural,EDR 1 - Northwest,Northwest Minnesota
Red Lake,2015,17,230491,418598631,1816,125,A,Entirely rural,EDR 1 - Northwest,Northwest Minnesota
Red Lake,2016,17,230469,434934764,1887,125,A,Entirely rural,EDR 1 - Northwest,Northwest Minnesota
Red Lake,2017,17,230807,41956e4,1818,125,A,Entirely rural,EDR 1 - Northwest,Northwest Minnesota
Redwood,2009,41,517503,1956503600,3781,127,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Redwood,2010,41,517128,2021145400,3908,127,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Redwood,2011,41,516846,2334687800,4517,127,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Redwood,2012,41,517344,2865717600,5539,127,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Redwood,2013,41,516282,4062232400,7868,127,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Redwood,2014,41,516301,4383171900,8490,127,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Redwood,2015,41,515805,3990299e3,7736,127,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Redwood,2016,41,515270,3543913e3,6878,127,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Redwood,2017,41,519546,3404242800,6552,127,B,Town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Renville,2009,37,571895,2214726900,3873,129,A,Entirely rural,EDR 6E- Southwest Central,Central Minnesota
Renville,2010,37,575029,2493939800,4337,129,A,Entirely rural,EDR 6E- Southwest Central,Central Minnesota
Renville,2011,37,574955,2733640100,4755,129,A,Entirely rural,EDR 6E- Southwest Central,Central Minnesota
Renville,2012,37,574834,3390901800,5899,129,A,Entirely rural,EDR 6E- Southwest Central,Central Minnesota
Renville,2013,37,574732,4866458500,8467,129,A,Entirely rural,EDR 6E- Southwest Central,Central Minnesota
Renville,2014,37,574883,5342829400,9294,129,A,Entirely rural,EDR 6E- Southwest Central,Central Minnesota
Renville,2015,37,574673,4553749500,7924,129,A,Entirely rural,EDR 6E- Southwest Central,Central Minnesota
Renville,2016,37,574845,4333055500,7538,129,A,Entirely rural,EDR 6E- Southwest Central,Central Minnesota
Renville,2017,37,577851,4025327300,6966,129,A,Entirely rural,EDR 6E- Southwest Central,Central Minnesota
Rice,2009,21,213629,1218859600,5705,131,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
Rice,2010,21,228765,1140265500,4984,131,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
Rice,2011,21,218260,1022785100,4686,131,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
Rice,2012,21,218102,1156770700,5304,131,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
Rice,2013,21,221900,1241090500,5593,131,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
Rice,2014,21,221355,1333590200,6025,131,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
Rice,2015,21,221622,1332356e3,6012,131,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
Rice,2016,21,221188,1331876e3,6021,131,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
Rice,2017,21,220289,1326953400,6024,131,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
Rock,2009,20,283173,1202307200,4246,133,C,Urban/town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Rock,2010,20,288672,1263808e3,4378,133,C,Urban/town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Rock,2011,20,288562,1400797400,4854,133,C,Urban/town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Rock,2012,20,288494,1733497200,6009,133,C,Urban/town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Rock,2013,20,288599,2394589600,8297,133,C,Urban/town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Rock,2014,20,288569,2633341900,9126,133,C,Urban/town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Rock,2015,20,288583,2471765600,8565,133,C,Urban/town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Rock,2016,20,288498,2627047100,9106,133,C,Urban/town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Rock,2017,20,288342,2406492600,8346,133,C,Urban/town/rural mix,EDR 8 - Southwest,Southwest Minnesota
Roseau,2009,54,574943,371419900,646,135,B,Town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Roseau,2010,54,574299,347276100,605,135,B,Town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Roseau,2011,54,573145,347718e3,607,135,B,Town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Roseau,2012,54,572846,413016600,721,135,B,Town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Roseau,2013,54,569260,49278e4,866,135,B,Town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Roseau,2014,54,569257,503061e3,884,135,B,Town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Roseau,2015,54,569998,524455e3,920,135,B,Town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Roseau,2016,54,568895,518227200,911,135,B,Town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Roseau,2017,54,569337,548236e3,963,135,B,Town/rural mix,EDR 1 - Northwest,Northwest Minnesota
Scott,2009,18,108462,1022562300,9428,139,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Scott,2010,18,104155,787534732,7561,139,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Scott,2011,18,100257,750771731,7488,139,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Scott,2012,18,100549,799370793,7950,139,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Scott,2013,18,100366,837660211,8346,139,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Scott,2014,18,100441,892768996,8888,139,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Scott,2015,18,100438,953961270,9498,139,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Scott,2016,18,100085,965660630,9648,139,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Scott,2017,18,99473,973075200,9782,139,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
Sherburne,2009,17,85296,451596800,5294,141,D,Entirely urban,EDR 7W- Central,Central Minnesota
Sherburne,2010,17,84540,401303600,4747,141,D,Entirely urban,EDR 7W- Central,Central Minnesota
Sherburne,2011,17,86468,390453600,4516,141,D,Entirely urban,EDR 7W- Central,Central Minnesota
Sherburne,2012,17,86945,380017800,4371,141,D,Entirely urban,EDR 7W- Central,Central Minnesota
Sherburne,2013,17,89288,364137100,4078,141,D,Entirely urban,EDR 7W- Central,Central Minnesota
Sherburne,2014,17,89743,365529e3,4073,141,D,Entirely urban,EDR 7W- Central,Central Minnesota
Sherburne,2015,17,89179,365285300,4096,141,D,Entirely urban,EDR 7W- Central,Central Minnesota
Sherburne,2016,17,88916,362975100,4082,141,D,Entirely urban,EDR 7W- Central,Central Minnesota
Sherburne,2017,17,89155,366118400,4107,141,D,Entirely urban,EDR 7W- Central,Central Minnesota
Sibley,2009,24,308087,1326359645,4305,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest Minnesota
Sibley,2010,24,308114,1418694303,4604,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest Minnesota
Sibley,2011,24,306611,1496155813,4880,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest Minnesota
Sibley,2012,24,306317,1774046152,5792,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest Minnesota
Sibley,2013,24,305998,2295637217,7502,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest Minnesota
Sibley,2014,24,305852,2630919612,8602,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest Minnesota
Sibley,2015,24,305839,2422922197,7922,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest Minnesota
Sibley,2016,24,305811,2314342439,7568,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest Minnesota
Sibley,2017,24,326010,2101536200,6446,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest Minnesota
St. Louis,2009,111,67671,72850436,1077,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast Minnesota
St. Louis,2010,111,72993,80010789,1096,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast Minnesota
St. Louis,2011,111,74454,83422850,1120,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast Minnesota
St. Louis,2012,111,72826,78735500,1081,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast Minnesota
St. Louis,2013,111,73318,78737200,1074,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast Minnesota
St. Louis,2014,111,72221,76936300,1065,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast Minnesota
St. Louis,2015,111,71564,76230700,1065,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast Minnesota
St. Louis,2016,111,70019,76208800,1088,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast Minnesota
St. Louis,2017,110,69145,74851900,1083,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast Minnesota
Stearns,2009,64,705303,2494229100,3536,145,C,Urban/town/rural mix,EDR 7W- Central,Central Minnesota
Stearns,2010,64,676849,2361187826,3489,145,C,Urban/town/rural mix,EDR 7W- Central,Central Minnesota
Stearns,2011,64,651262,2280759589,3502,145,C,Urban/town/rural mix,EDR 7W- Central,Central Minnesota
Stearns,2012,64,646304,2296506321,3553,145,C,Urban/town/rural mix,EDR 7W- Central,Central Minnesota
Stearns,2013,64,615811,2432738643,3950,145,C,Urban/town/rural mix,EDR 7W- Central,Central Minnesota
Stearns,2014,64,600094,2726236957,4543,145,C,Urban/town/rural mix,EDR 7W- Central,Central Minnesota
Stearns,2015,64,598520,2871761624,4798,145,C,Urban/town/rural mix,EDR 7W- Central,Central Minnesota
Stearns,2016,64,597345,2775810669,4647,145,C,Urban/town/rural mix,EDR 7W- Central,Central Minnesota
Stearns,2017,64,594857,2769203800,4655,145,C,Urban/town/rural mix,EDR 7W- Central,Central Minnesota
Steele,2009,17,221299,875964e3,3958,147,B,Town/rural mix,EDR 10 - Southeast,Southeast Minnesota
Steele,2010,17,220973,874604100,3958,147,B,Town/rural mix,EDR 10 - Southeast,Southeast Minnesota
Steele,2011,17,221352,925993100,4183,147,B,Town/rural mix,EDR 10 - Southeast,Southeast Minnesota
Steele,2012,17,219822,1109226500,5046,147,B,Town/rural mix,EDR 10 - Southeast,Southeast Minnesota
Steele,2013,17,229561,1387229500,6043,147,B,Town/rural mix,EDR 10 - Southeast,Southeast Minnesota
Steele,2014,17,228289,1620138300,7097,147,B,Town/rural mix,EDR 10 - Southeast,Southeast Minnesota
Steele,2015,17,227810,1504654900,6605,147,B,Town/rural mix,EDR 10 - Southeast,Southeast Minnesota
Steele,2016,17,226957,1481096200,6526,147,B,Town/rural mix,EDR 10 - Southeast,Southeast Minnesota
Steele,2017,17,226469,1373563500,6065,147,B,Town/rural mix,EDR 10 - Southeast,Southeast Minnesota
Stevens,2009,21,326254,842137800,2581,149,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Stevens,2010,21,326140,930152600,2852,149,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Stevens,2011,21,326134,997891200,3060,149,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Stevens,2012,21,326477,1193242100,3655,149,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Stevens,2013,21,326418,1433605900,4392,149,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Stevens,2014,21,326433,1807783300,5538,149,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Stevens,2015,21,325958,1935803600,5939,149,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Stevens,2016,21,325791,1878629100,5766,149,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Stevens,2017,21,323999,1852692300,5718,149,B,Town/rural mix,EDR 4 - West Central,Northwest Minnesota
Swift,2009,29,418965,1199892e3,2864,151,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest Minnesota
Swift,2010,29,419091,1261119e3,3009,151,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest Minnesota
Swift,2011,29,419018,1383448100,3302,151,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest Minnesota
Swift,2012,29,419004,1596806500,3811,151,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest Minnesota
Swift,2013,29,418654,2098178300,5012,151,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest Minnesota
Swift,2014,29,418541,2429122700,5804,151,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest Minnesota
Swift,2015,29,418233,2470613500,5907,151,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest Minnesota
Swift,2016,29,418347,2272242700,5431,151,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest Minnesota
Swift,2017,29,421367,2273881300,5396,151,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest Minnesota
Todd,2009,39,358891,557424537,1553,153,B,Town/rural mix,EDR 5 - North Central,Northwest Minnesota
Todd,2010,39,356469,587794422,1649,153,B,Town/rural mix,EDR 5 - North Central,Northwest Minnesota
Todd,2011,39,355242,555333195,1563,153,B,Town/rural mix,EDR 5 - North Central,Northwest Minnesota
Todd,2012,39,354154,559689904,1580,153,B,Town/rural mix,EDR 5 - North Central,Northwest Minnesota
Todd,2013,39,350787,617781732,1761,153,B,Town/rural mix,EDR 5 - North Central,Northwest Minnesota
Todd,2014,39,348536,718826288,2062,153,B,Town/rural mix,EDR 5 - North Central,Northwest Minnesota
Todd,2015,39,345542,681726478,1973,153,B,Town/rural mix,EDR 5 - North Central,Northwest Minnesota
Todd,2016,39,349220,700091310,2005,153,B,Town/rural mix,EDR 5 - North Central,Northwest Minnesota
Todd,2017,39,348027,691199500,1986,153,B,Town/rural mix,EDR 5 - North Central,Northwest Minnesota
Traverse,2009,19,324699,864273791,2662,155,A,Entirely rural,EDR 4 - West Central,Northwest Minnesota
